id,subtotal,zone_code,weight_kg,fee,created_at
1786,60000,suburb,16.9,45000,2026-07-21
1787,310000,remote,21.1,70000,2026-06-14
1788,1450000,suburb,13.1,45000,2026-02-22
1789,1900000,suburb,5.8,45000,2026-01-24
1790,2200000,suburb,0.3,45000,2026-08-11
1791,1760000,inner,20.2,30000,2026-02-19
1792,1200000,remote,22.9,70000,2026-07-03
1793,890000,inner,1.8,30000,2026-06-10
1794,540000,remote,10.9,70000,2026-01-16
1795,1760000,inner,2.9,30000,2026-05-08
1796,1790000,inner,8.5,30000,2026-01-27
1797,420000,inner,2.6,30000,2026-08-25
1798,680000,suburb,22.9,45000,2026-02-02
1799,1650000,suburb,3.4,45000,2026-02-26
1800,330000,suburb,15.7,45000,2026-05-20
1801,570000,inner,1.5,30000,2026-01-18
1802,2100000,suburb,18.8,45000,2026-02-20
1803,100000,inner,11.7,30000,2026-08-13
1804,560000,suburb,23.5,45000,2026-06-21
1805,2370000,inner,5.0,30000,2026-06-19
1806,110000,inner,19.8,30000,2026-02-19
1807,2980000,inner,12.8,30000,2026-03-21
1808,2200000,suburb,15.6,45000,2026-08-24
1809,1290000,inner,1.3,30000,2026-03-26
1810,1640000,inner,24.0,30000,2026-07-17
1811,1640000,suburb,11.8,45000,2026-03-05
1812,1800000,remote,24.3,70000,2026-05-12
1813,790000,remote,12.8,70000,2026-01-08
1814,320000,remote,5.0,70000,2026-07-12
1815,1080000,inner,4.9,30000,2026-02-11
1816,2440000,suburb,14.5,45000,2026-06-28
1817,1580000,suburb,4.2,45000,2026-07-11
1818,260000,suburb,23.0,45000,2026-08-08
1819,1190000,remote,15.7,70000,2026-04-15
1820,2510000,inner,18.6,30000,2026-06-26
1821,2090000,inner,24.7,30000,2026-03-27
1822,100000,suburb,0.9,45000,2026-02-12
1823,770000,inner,5.0,30000,2026-05-15
1824,1890000,remote,5.1,70000,2026-01-01
1825,940000,suburb,18.0,45000,2026-04-09
1826,2880000,suburb,5.1,45000,2026-04-06
1827,1390000,inner,20.8,30000,2026-02-01
1828,1990000,inner,23.4,30000,2026-02-11
1829,2380000,suburb,20.3,45000,2026-04-12
1830,920000,remote,1.8,70000,2026-07-23
1831,710000,inner,13.4,30000,2026-04-07
1832,1960000,remote,10.9,70000,2026-06-20
1833,1300000,remote,15.5,70000,2026-01-25
1834,2790000,inner,3.9,30000,2026-05-26
1835,320000,inner,3.3,30000,2026-05-28
1836,2550000,remote,2.2,70000,2026-04-24
1837,380000,suburb,9.8,45000,2026-03-17
1838,2650000,remote,13.1,70000,2026-06-16
1839,1690000,inner,17.4,30000,2026-06-17
1840,2580000,remote,14.6,70000,2026-08-09
1841,230000,remote,22.4,70000,2026-04-08
1842,1250000,suburb,7.8,45000,2026-07-07
1843,2970000,suburb,9.5,45000,2026-03-27
1844,480000,remote,2.3,70000,2026-03-25
1845,2700000,suburb,14.7,45000,2026-06-08
1846,2670000,suburb,11.4,45000,2026-06-14
1847,2140000,suburb,12.5,45000,2026-06-26
1848,2000000,suburb,11.2,45000,2026-01-06
1849,430000,suburb,7.5,45000,2026-06-03
1850,2670000,remote,7.1,70000,2026-02-26
1851,550000,inner,9.1,30000,2026-02-03
1852,1070000,remote,16.9,70000,2026-06-07
1853,1590000,suburb,17.7,45000,2026-05-07
1854,2830000,inner,19.3,30000,2026-05-01
1855,1820000,suburb,20.6,45000,2026-07-13
1856,110000,remote,12.9,70000,2026-08-21
1857,2080000,inner,18.1,30000,2026-04-08
1858,2470000,inner,14.8,30000,2026-04-17
1859,2440000,remote,19.8,70000,2026-08-11
1860,1010000,suburb,23.6,45000,2026-07-25
1861,1120000,suburb,21.4,45000,2026-08-15
1862,1960000,inner,21.9,30000,2026-03-19
1863,90000,suburb,16.5,45000,2026-08-26
1864,1780000,suburb,10.8,45000,2026-04-14
1865,2800000,suburb,14.8,45000,2026-05-11
1866,210000,remote,24.4,70000,2026-03-05
1867,2950000,suburb,5.3,45000,2026-07-13
1868,370000,suburb,12.0,45000,2026-07-07
1869,2960000,suburb,22.4,45000,2026-08-21
1870,920000,inner,13.9,30000,2026-02-22
1871,2550000,inner,5.1,30000,2026-01-06
1872,1500000,suburb,7.4,45000,2026-04-08
1873,400000,remote,9.3,70000,2026-08-02
1874,920000,inner,22.8,30000,2026-06-28
1875,850000,suburb,13.5,45000,2026-02-05
1876,400000,suburb,5.3,45000,2026-07-28
1877,1630000,inner,17.8,30000,2026-07-27
1878,860000,suburb,5.2,45000,2026-05-19
1879,2390000,remote,0.4,70000,2026-05-07
1880,2330000,inner,10.1,30000,2026-02-27
1881,2740000,inner,22.0,30000,2026-06-19
1882,2410000,suburb,2.5,45000,2026-01-24
1883,2380000,remote,21.1,70000,2026-06-23
1884,2050000,suburb,6.4,45000,2026-03-14
1885,2260000,remote,22.8,70000,2026-08-13
1886,2960000,inner,17.5,30000,2026-02-13
1887,1270000,inner,22.1,30000,2026-03-09
1888,1540000,remote,18.2,70000,2026-02-23
1889,2570000,inner,13.9,30000,2026-07-25
1890,440000,suburb,19.2,45000,2026-02-17
1891,2140000,suburb,6.5,45000,2026-08-06
1892,270000,remote,2.0,70000,2026-08-01
1893,2410000,remote,18.7,70000,2026-07-11
1894,2080000,inner,6.4,30000,2026-01-01
1895,740000,remote,18.8,70000,2026-06-22
1896,2410000,suburb,13.8,45000,2026-02-03
1897,2290000,inner,20.5,30000,2026-03-16
1898,920000,inner,2.7,30000,2026-01-20
1899,680000,suburb,2.1,45000,2026-07-06
1900,1440000,inner,9.1,30000,2026-03-15
1901,220000,inner,17.5,30000,2026-04-15
1902,2720000,remote,17.3,70000,2026-02-13
1903,310000,suburb,19.4,45000,2026-01-02
1904,1320000,inner,5.2,30000,2026-06-08
1905,2200000,inner,8.6,30000,2026-01-01
1906,370000,inner,20.0,30000,2026-04-04
1907,900000,remote,10.5,70000,2026-03-02
1908,1720000,inner,15.7,30000,2026-06-18
1909,1110000,remote,3.2,70000,2026-07-14
1910,590000,inner,4.5,30000,2026-06-11
1911,1660000,suburb,5.5,45000,2026-01-13
1912,380000,inner,15.7,30000,2026-05-21
1913,390000,inner,7.7,30000,2026-04-14
1914,2600000,remote,13.5,70000,2026-02-23
1915,920000,remote,15.1,70000,2026-05-04
1916,2030000,remote,4.5,70000,2026-03-11
1917,1670000,remote,8.5,70000,2026-08-03
1918,2340000,remote,16.1,70000,2026-07-17
1919,2620000,inner,0.7,30000,2026-01-08
1920,1630000,inner,10.8,30000,2026-04-24
1921,450000,inner,9.5,30000,2026-01-05
1922,1080000,suburb,5.3,45000,2026-03-13
1923,1260000,inner,22.0,30000,2026-08-24
1924,1470000,inner,19.7,30000,2026-06-21
1925,2710000,inner,20.4,30000,2026-07-21
1926,1220000,inner,6.2,30000,2026-06-11
1927,320000,remote,17.2,70000,2026-04-26
1928,1180000,remote,8.2,70000,2026-07-17
1929,80000,suburb,12.4,45000,2026-02-28
1930,310000,inner,3.3,30000,2026-03-07
1931,2860000,inner,12.8,30000,2026-04-08
1932,2440000,suburb,18.1,45000,2026-05-06
1933,2220000,inner,6.4,30000,2026-03-20
1934,2340000,suburb,21.6,45000,2026-04-09
1935,450000,suburb,9.6,45000,2026-06-13
1936,2300000,suburb,15.3,45000,2026-07-17
1937,840000,suburb,19.1,45000,2026-08-01
1938,470000,suburb,13.5,45000,2026-05-20
1939,940000,remote,11.7,70000,2026-05-13
1940,1500000,suburb,15.2,45000,2026-07-18
1941,1750000,inner,11.8,30000,2026-03-23
1942,1020000,inner,21.6,30000,2026-01-01
1943,1960000,remote,23.2,70000,2026-08-13
1944,1960000,suburb,7.8,45000,2026-07-16
1945,410000,remote,24.8,70000,2026-07-02
1946,2020000,inner,19.1,30000,2026-03-07
1947,1830000,suburb,17.3,45000,2026-08-21
1948,340000,remote,18.4,70000,2026-07-14
1949,2490000,inner,9.2,30000,2026-01-27
1950,190000,remote,15.2,70000,2026-03-09
1951,800000,remote,15.1,70000,2026-05-08
1952,870000,remote,19.3,70000,2026-01-04
1953,2010000,remote,14.7,70000,2026-07-23
1954,2700000,inner,4.3,30000,2026-04-14
1955,1340000,suburb,24.2,45000,2026-05-17
1956,2000000,remote,10.4,70000,2026-05-24
1957,500000,remote,14.4,70000,2026-02-21
1958,780000,suburb,5.4,45000,2026-05-24
1959,2080000,remote,24.7,70000,2026-05-01
1960,50000,suburb,19.4,45000,2026-02-03
1961,2730000,suburb,7.4,45000,2026-07-21
1962,920000,suburb,4.8,45000,2026-03-12
1963,1060000,inner,12.7,30000,2026-08-06
1964,2350000,inner,5.2,30000,2026-04-06
1965,980000,remote,24.6,70000,2026-04-09
1966,2300000,suburb,16.0,45000,2026-02-28
1967,1550000,inner,3.3,30000,2026-02-13
1968,1800000,inner,6.0,30000,2026-01-19
1969,560000,suburb,6.8,45000,2026-01-02
1970,260000,inner,13.2,30000,2026-02-07
1971,1970000,inner,11.9,30000,2026-05-16
1972,2240000,suburb,17.1,45000,2026-06-12
1973,1660000,suburb,16.7,45000,2026-04-12
1974,340000,suburb,8.4,45000,2026-06-28
1975,60000,inner,17.5,30000,2026-08-28
1976,760000,remote,3.2,70000,2026-01-20
1977,1480000,remote,11.4,70000,2026-04-12
1978,2480000,remote,4.9,70000,2026-07-22
1979,1690000,remote,9.1,70000,2026-01-21
1980,1710000,inner,15.2,30000,2026-08-08
1981,460000,suburb,23.5,45000,2026-06-14
1982,560000,suburb,15.3,45000,2026-07-10
1983,780000,remote,12.5,70000,2026-01-05
1984,1590000,inner,22.4,30000,2026-08-06
1985,2510000,inner,5.4,30000,2026-04-08
1986,500000,remote,24.8,70000,2026-02-14
1987,870000,inner,19.2,30000,2026-06-13
1988,1360000,inner,3.3,30000,2026-08-22
1989,2780000,inner,19.9,30000,2026-08-03
1990,1190000,suburb,8.7,45000,2026-02-21
1991,2000000,remote,6.0,70000,2026-07-26
1992,640000,suburb,3.0,45000,2026-05-03
1993,1010000,suburb,9.3,45000,2026-02-19
1994,1990000,suburb,1.7,45000,2026-01-10
1995,1020000,remote,8.1,70000,2026-07-14
1996,690000,suburb,10.0,45000,2026-04-04
1997,2400000,remote,20.4,70000,2026-06-05
1998,1170000,suburb,11.5,45000,2026-08-22
1999,1500000,remote,16.7,70000,2026-03-24
2000,220000,remote,12.7,70000,2026-06-10
